entry_id,name,year,letterboxd_uri,rating,rewatch,watched_date,movie_id,language,poster,popularity,vote_average,release_date,revenue,runtime,tagline,genre_1,genre_2,genre_3,genre_4,genre_5,country_1,country_2,country_3,country_4,director_1,director_2,director_3
249,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,https://boxd.it/52CDxR,3.5,,2023-10-23,9090,en,https://image.tmdb.org/t/p/original'/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,23.221,7.297,1995-09-07,47774193,109,Attitude is everything.,Comedy,Drama,,,,US,,,,Beeban Kidron,,
250,The Day After Tomorrow,2004,https://boxd.it/568nzD,2.5,Yes,2023-11-02,435,en,https://image.tmdb.org/t/p/original'/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg,46.11,6.529,2004-05-26,552639571,124,Where will you be?,Action,Adventure,Science Fiction,Thriller,,US,,,,Roland Emmerich,,
251,The Day the Earth Stood Still,2008,https://boxd.it/568nXl,1,Yes,2023-11-02,10200,en,https://image.tmdb.org/t/p/original'/mrw9NShY6I2FgXwk8Ge437pn08N.jpg,37.722,5.608,2008-12-10,233093859,104,We thought the Earth was ours. We were wrong.,Drama,Science Fiction,Thriller,,,CA,US,,,Scott Derrickson,,
252,Percy Jackson & the Olympians: The Lightning Thief,2010,https://boxd.it/569cTT,3,Yes,2023-11-02,32657,en,https://image.tmdb.org/t/p/original'/8wmqmvJknPv6WptTRSA9kGUkPV7.jpg,65.289,6.215,2010-02-01,226497209,118,Worlds collide.,Adventure,Fantasy,Family,,,US,GB,CA,,Chris Columbus,,
253,Fire of Love,2022,https://boxd.it/56an2N,4,,2023-11-02,913823,en,https://image.tmdb.org/t/p/original'/9smEX8UP84yb2GisLwyAyQKvCWS.jpg,9.963,7.527,2022-07-06,0,93,The greatest lava-fueled love story ever told.,Documentary,,,,,US,,,,Sara Dosa,,
254,No Hard Feelings,2023,https://boxd.it/56M8jl,2,,2023-11-04,884605,en,https://image.tmdb.org/t/p/original'/4K7gQjD19CDEPd7A9KZwr2D9Nco.jpg,58.504,6.826,2023-06-15,83000000,104,Pretty. Awkward.,Comedy,Romance,,,,US,,,,Gene Stupnitsky,,
255,Kick-Ass,2010,https://boxd.it/5afGPl,,Yes,2023-11-14,23483,en,https://image.tmdb.org/t/p/original'/8citjdBmjddZjlPsAHEyCKwGVvD.jpg,45.452,7.125,2010-03-26,96188903,117,Shut up. Kick-Ass.,Action,Crime,,,,US,,,,Matthew Vaughn,,
256,Kick-Ass 2,2013,https://boxd.it/5ahtXZ,,Yes,2023-11-15,59859,en,https://image.tmdb.org/t/p/original'/1go2A3gdQjaMuHWquybgoJlQRcX.jpg,35.573,6.401,2013-07-17,60700000,103,You Can't Fight Your Destiny.,Action,Adventure,Crime,,,US,GB,,,Jeff Wadlow,,
257,Instant Family,2018,https://boxd.it/5bwKsX,,,2023-11-19,491418,en,https://image.tmdb.org/t/p/original'/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,36.71,7.527,2018-11-13,121000000,118,"Just add chaos, laughter, awkwardness, mistakes, love...",Comedy,Drama,,,,US,,,,Sean Anders,,
258,Just Friends,2005,https://boxd.it/5cr4oD,,Yes,2023-11-22,10033,en,https://image.tmdb.org/t/p/original'/jgs2mdFlx8NJzbxXTHeQxvQbN6n.jpg,22.366,6.178,2005-11-23,50817508,96,He loves her. She loves him not.,Comedy,Romance,,,,US,,,,Roger Kumble,,
259,Bo Burnham: Inside,2021,https://boxd.it/5dvSNv,,Yes,2023-11-25,823754,en,https://image.tmdb.org/t/p/original'/ku1UvTWYvhFQbSesOD6zteY7bXT.jpg,16.403,8.059,2021-07-22,0,87,Look Who’s Inside Again,Comedy,Drama,,,,US,,,,Bo Burnham,,
260,Godzilla,2014,https://boxd.it/5gW5YZ,,Yes,2023-12-04,124905,en,https://image.tmdb.org/t/p/original'/zokD6uxR2iWfYM3Y84yGJvnNTK7.jpg,96.698,6.333,2014-05-14,529100000,123,"The world ends, Godzilla begins.",Action,Drama,Science Fiction,,,US,,,,Gareth Edwards,,
261,Kong: Skull Island,2017,https://boxd.it/5h3G6f,,Yes,2023-12-05,293167,en,https://image.tmdb.org/t/p/original'/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,235.831,6.539,2017-03-08,566652812,118,All hail the king,Action,Adventure,Fantasy,,,US,,,,Jordan Vogt-Roberts,,
262,Godzilla: King of the Monsters,2019,https://boxd.it/5hwyp7,2,Yes,2023-12-07,373571,en,https://image.tmdb.org/t/p/original'/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,109.631,6.701,2019-05-29,386600138,132,Long live the king.,Science Fiction,Action,,,,US,,,,Michael Dougherty,,
263,Thank You for Smoking,2005,https://boxd.it/5hFYH5,3,,2023-12-07,9388,en,https://image.tmdb.org/t/p/original'/xIlQYkRjpGBMXDkZoS3IRcckScA.jpg,21.919,7.192,2005-09-09,24793509,92,Nick Naylor doesn't hide the truth...he filters it.,Comedy,Drama,,,,US,,,,Jason Reitman,,
264,Crying Ladies,2003,https://boxd.it/5hS099,,,2023-12-08,133688,tl,https://image.tmdb.org/t/p/original'/lwsGb1wHN56JKQywqTeB9ZeZ53v.jpg,2.22,4.7,2003-12-25,0,110,A heart warming comedy,Comedy,,,,,PH,,,,Mark Meily,,
265,Godzilla vs. Kong,2021,https://boxd.it/5hXlk3,3.5,Yes,2023-12-08,399566,en,https://image.tmdb.org/t/p/original'/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,123.613,7.618,2021-03-24,470116094,114,One will fall.,Action,Science Fiction,Adventure,,,US,,,,Adam Wingard,,
266,(500) Days of Summer,2009,https://boxd.it/5iHAVP,2,,2023-12-10,19913,en,https://image.tmdb.org/t/p/original'/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,45.064,7.282,2009-07-17,60781545,95,This is not a love story. This is a story about love.,Comedy,Drama,Romance,,,US,,,,Marc Webb,,
267,Notting Hill,1999,https://boxd.it/5jnDUp,,Yes,2023-12-12,509,en,https://image.tmdb.org/t/p/original'/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,163.922,7.3,1999-05-21,363889678,124,Can the most famous film star in the world fall for the man on the street?,Romance,Comedy,,,,GB,,,,Roger Michell,,
268,Asteroid City,2023,https://boxd.it/5krjE9,4,,2023-12-15,747188,en,https://image.tmdb.org/t/p/original'/qdq40gRS8xKnpFt5V75t6lUHgpx.jpg,52.467,6.483,2023-06-08,47281670,105,,Comedy,Drama,,,,US,,,,Wes Anderson,,
269,Finch,2021,https://boxd.it/5rK6cR,4,,2023-12-30,522402,en,https://image.tmdb.org/t/p/original'/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,37.58,7.895,2021-11-04,0,115,Take an unforgettable journey.,Science Fiction,Drama,Adventure,,,US,,,,Miguel Sapochnik,,
270,Godzilla Minus One,2023,https://boxd.it/5t1IJ3,4,,2024-01-01,940721,ja,https://image.tmdb.org/t/p/original'/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,1006.167,7.661,2023-11-03,115857413,125,Postwar Japan. From zero to minus.,Science Fiction,Horror,Action,,,JP,,,,Takashi Yamazaki,,
271,GoodFellas,1990,https://boxd.it/5yTaB3,3.5,,2024-01-10,769,en,https://image.tmdb.org/t/p/original'/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,255.64,8.465,1990-09-12,46800000,145,Three decades of life in the mafia.,Drama,Crime,,,,US,,,,Martin Scorsese,,
272,Perfect Days,2023,https://boxd.it/5EjxmR,4,,2024-01-21,976893,ja,https://image.tmdb.org/t/p/original'/tvUHVSTJV9ITON3oyHaWp7oaAc8.jpg,95.16,7.836,2023-11-10,24094016,124,,Drama,,,,,JP,,,,Wim Wenders,,
273,Lost in Translation,2003,https://boxd.it/5FgO3P,1,,2024-01-23,153,en,https://image.tmdb.org/t/p/original'/4k4Yz08WGfbu8ITIjaG99XTeco8.jpg,100.501,7.395,2003-09-18,119723856,102,Everyone wants to be found.,Drama,Romance,,,,US,,,,Sofia Coppola,,
274,Crazy Rich Asians,2018,https://boxd.it/5FP8uJ,2.5,,2024-01-24,455207,en,https://image.tmdb.org/t/p/original'/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,171.031,7.066,2018-08-15,238539198,121,The only thing crazier than love is family.,Comedy,Romance,,,,US,,,,Jon M. Chu,,
275,The Best Offer,2013,https://boxd.it/5GhiiJ,3.5,Yes,2024-01-25,152742,it,https://image.tmdb.org/t/p/original'/yfbsINSfotAHaeWKJbfsVKSckvq.jpg,22.783,7.828,2013-01-01,19255873,131,A master of possession. A crime of obsession.,Drama,Romance,Crime,,,IT,,,,Giuseppe Tornatore,,
276,Jojo Rabbit,2019,https://boxd.it/5Ig6nj,5,Yes,2024-01-29,515001,en,https://image.tmdb.org/t/p/original'/7GsM4mtM0worCtIVeiQt28HieeN.jpg,37.506,8.025,2019-10-18,82468705,108,It's definitely not a good time to be a Nazi,Comedy,War,Drama,,,US,NZ,,,Taika Waititi,,
277,Avengers: Endgame,2019,https://boxd.it/5IPjlZ,4.5,Yes,2024-01-29,299534,en,https://image.tmdb.org/t/p/original'/or06FN3Dka5tukK1e9sl16pB3iy.jpg,240.198,8.253,2019-04-24,2800000000,181,Avenge the fallen.,Adventure,Science Fiction,Action,,,US,,,,Anthony Russo,Joe Russo,
278,Murder on the Orient Express,2017,https://boxd.it/5JIfDP,3,Yes,2024-02-01,392044,en,https://image.tmdb.org/t/p/original'/kc2gJjebceoFgOQbukzPzP8SXVZ.jpg,52.65,6.712,2017-11-03,352800000,114,Everyone is a suspect.,Mystery,Drama,Crime,,,US,,,,Kenneth Branagh,,
279,"Planes, Trains and Automobiles",1987,https://boxd.it/5K7NLt,4.5,,2024-02-02,2609,en,https://image.tmdb.org/t/p/original'/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,26.537,7.239,1987-11-26,49500000,93,What he really wanted was to spend Thanksgiving with his family. What he got was three days with the turkey.,Comedy,,,,,US,,,,John Hughes,,
280,The Batman,2022,https://boxd.it/5LDoWz,4.5,,2024-02-05,414906,en,https://image.tmdb.org/t/p/original'/74xTEgt7R36Fpooo50r9T25onhq.jpg,445.215,7.677,2022-03-01,771000000,177,Unmask the truth.,Crime,Mystery,Thriller,,,US,,,,Matt Reeves,,
281,The Marvels,2023,https://boxd.it/5N9rMb,3,,2024-02-09,609681,en,https://image.tmdb.org/t/p/original'/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,376.424,6.1,2023-11-08,207089999,105,Higher. Further. Faster. Together.,Science Fiction,Adventure,Action,,,US,,,,Nia DaCosta,,
282,Annihilation,2018,https://boxd.it/5UAgBD,4,Yes,2024-02-25,300668,en,https://image.tmdb.org/t/p/original'/1dRweZy8DxGDhJFqiOA4Ni3I1ie.jpg,46.604,6.411,2018-02-22,43070915,115,Fear what's inside.,Science Fiction,Horror,,,,US,,,,Alex Garland,,
283,Mad Max: Fury Road,2015,https://boxd.it/5UNhsN,5,Yes,2024-02-26,76341,en,https://image.tmdb.org/t/p/original'/hA2ple9q4qnwxp3hKVNhroipsir.jpg,453.216,7.598,2015-05-13,378858340,121,The future belongs to the mad.,Action,Adventure,Science Fiction,,,AU,US,,,George Miller,,
284,Poor Things,2023,https://boxd.it/5VEodV,5,,2024-02-27,792307,en,https://image.tmdb.org/t/p/original'/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,228.813,7.8,2023-12-07,117193959,142,She's like nothing you've ever seen.,Science Fiction,Romance,Comedy,,,US,,,,Yorgos Lanthimos,,
285,Spaceman,2024,https://boxd.it/5XdgzD,3,,2024-03-02,636706,en,https://image.tmdb.org/t/p/original'/f46WvKEsBn98WJbPJcO47ZoKn6B.jpg,60.046,6.811,2024-02-23,0,108,I just want to go home.,Science Fiction,Adventure,Drama,,,US,,,,Johan Renck,,
286,Sunday Beauty Queen,2016,https://boxd.it/5XSDBf,4,,2024-03-03,430792,tl,https://image.tmdb.org/t/p/original'/kwahnbFcdO7LtVnybBoz83TwGIC.jpg,1.214,8.7,2016-12-25,0,95,,Documentary,,,,,PH,,,,Baby Ruth Villarama,,
287,Society of the Snow,2023,https://boxd.it/5XXXtZ,5,,2024-03-03,906126,es,https://image.tmdb.org/t/p/original'/2e853FDVSIso600RqAMunPxiZjq.jpg,84.358,8.067,2023-12-15,1281,144,Based on a remarkable true story.,Drama,History,,,,ES,,,,J. A. Bayona,,
288,Tetris,2023,https://boxd.it/5Yq4Cv,3,,2024-03-04,726759,en,https://image.tmdb.org/t/p/original'/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,54.562,7.726,2023-03-15,0,118,The game you couldn't put down. The story you couldn't make up.,Thriller,History,Drama,,,GB,,,,Jon S. Baird,,
289,Memento,2000,https://boxd.it/5YWbTR,4.5,,2024-03-05,77,en,https://image.tmdb.org/t/p/original'/nWtySDlffTfwAa0rSfq61o33ZXV.jpg,41.406,8.2,2000-10-11,40000000,113,Some memories are best forgotten.,Mystery,Thriller,,,,US,,,,Christopher Nolan,,
290,Oppenheimer,2023,https://boxd.it/5ZoRUj,4.5,,2024-03-06,872585,en,https://image.tmdb.org/t/p/original'/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,561.115,8.096,2023-07-19,952000000,181,The world forever changes.,Drama,History,,,,US,,,,Christopher Nolan,,
291,Society of the Snow: Who Were We on the Mountain?,2024,https://boxd.it/608jwz,,,2024-03-08,1232289,es,https://image.tmdb.org/t/p/original'/uHTQVdJHbPMvaOdzqlqBXFTctCp.jpg,21.738,7.5,2024-01-23,0,37,,Documentary,,,,,ES,,,,Manuel Romo,,
292,Charlie's Angels,2000,https://boxd.it/60zM73,3,Yes,2024-03-09,4327,en,https://image.tmdb.org/t/p/original'/u5GbILxLgfeNHCnTtTRuhmAC9i4.jpg,39.424,5.828,2000-11-02,264100000,98,Get some action.,Action,Adventure,Comedy,Crime,Thriller,US,,,,McG,,
293,The Banshees of Inisherin,2022,https://boxd.it/60C2jD,4,,2024-03-09,674324,en,https://image.tmdb.org/t/p/original'/4yFG6cSPaCaPhyJ1vtGOtMD1lgh.jpg,39.533,7.458,2022-10-20,49300000,114,Everything was fine yesterday.,Drama,Comedy,,,,GB,US,,,Martin McDonagh,,
294,Leonor Will Never Die,2022,https://boxd.it/615WGh,4,,2024-03-10,913689,tl,https://image.tmdb.org/t/p/original'/1RhMTthNne58E2P0moPWZcJjpkC.jpg,6.437,7.6,2022-11-25,30039,99,,Fantasy,Comedy,Action,Drama,,PH,,,,Martika Ramirez Escobar,,
295,The Highwaymen,2019,https://boxd.it/629sRB,2.5,Yes,2024-03-12,500682,en,https://image.tmdb.org/t/p/original'/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,27.396,6.749,2019-03-15,0,133,The legends who took down Bonnie & Clyde,Crime,Drama,Thriller,,,US,,,,John Lee Hancock,,
296,Horrible Bosses,2011,https://boxd.it/63tuoF,2,Yes,2024-03-15,51540,en,https://image.tmdb.org/t/p/original'/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,44.501,6.6,2011-07-08,209838559,98,Ever wish your boss was dead?,Comedy,Crime,,,,US,,,,Seth Gordon,,
297,Superhero Movie,2008,https://boxd.it/67zUXf,2,Yes,2024-03-24,11918,en,https://image.tmdb.org/t/p/original'/4MtvQdh5VP7jMSydhggp1P80FMj.jpg,31.328,5.243,2008-03-28,25871834,75,The greatest Superhero movie of all time! (not counting all the others),Comedy,Action,Science Fiction,,,US,,,,Craig Mazin,,
298,Imaginary,2024,https://boxd.it/68gewx,1.5,,2024-03-24,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226,2024-03-06,39010693,104,Meet Chauncey. He's not imaginary. And he's not your friend.,Horror,Mystery,Thriller,,,US,,,,Jeff Wadlow,,
299,Tower Heist,2011,https://boxd.it/68j2x5,2,Yes,2024-03-25,59108,en,https://image.tmdb.org/t/p/original'/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,34.242,6.095,2011-11-02,152930623,104,It's not just a robbery. It's payback.,Action,Comedy,,,,US,,,,Brett Ratner,,
300,Fun with Dick and Jane,2005,https://boxd.it/68FQit,2,,2024-03-26,7552,en,https://image.tmdb.org/t/p/original'/1NBVGBi8Z6MhJBAJ5SuRMqP7o3T.jpg,25.216,6.203,2005-12-21,202026112,90,Giving big businesses a run for their money!,Comedy,Crime,Drama,Romance,,US,,,,Dean Parisot,,
301,Imaginary,2024,https://boxd.it/68FRkb,1.5,Yes,2024-03-26,1125311,en,https://image.tmdb.org/t/p/original'/9u6HEtZJdZDjPGGJq6YEuhPnoan.jpg,147.912,6.226,2024-03-06,39010693,104,Meet Chauncey. He's not imaginary. And he's not your friend.,Horror,Mystery,Thriller,,,US,,,,Jeff Wadlow,,
302,BlacKkKlansman,2018,https://boxd.it/68I8UT,3.5,,2024-03-26,487558,en,https://image.tmdb.org/t/p/original'/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,31.791,7.513,2018-08-09,93411426,136,Infiltrate hate.,Comedy,Crime,Drama,History,,US,,,,Spike Lee,,
303,Se7en,1995,https://boxd.it/69Yhe9,4,Yes,2024-03-29,807,en,https://image.tmdb.org/t/p/original'/6yoghtyTpznpBik8EngEmJskVUO.jpg,337.057,8.373,1995-09-22,327311859,127,Seven deadly sins. Seven ways to die.,Crime,Mystery,Thriller,,,US,,,,David Fincher,,
304,Horrible Bosses 2,2014,https://boxd.it/69Yi0x,2,,2024-03-29,227159,en,https://image.tmdb.org/t/p/original'/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,47.449,6.181,2014-11-12,107645357,108,New crime. Same tools.,Comedy,,,,,US,,,,Sean Anders,,
305,The Lost City,2022,https://boxd.it/69YjUr,2,,2024-03-29,752623,en,https://image.tmdb.org/t/p/original'/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,51.817,6.526,2022-03-24,192907684,112,The adventure is real. The heroes are not.,Action,Adventure,Comedy,,,US,,,,Aaron Nee,Adam Nee,
306,Jurassic Park,1993,https://boxd.it/6aV1k9,4,,2024-03-31,329,en,https://image.tmdb.org/t/p/original'/b1xCNnyrPebIc7EWNZIa6jhb1Ww.jpg,37.228,7.946,1993-06-11,920100000,127,An adventure 65 million years in the making.,Adventure,Science Fiction,,,,US,,,,Steven Spielberg,,
307,Bride Wars,2009,https://boxd.it/6c4tjF,2,Yes,2024-04-02,10521,en,https://image.tmdb.org/t/p/original'/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,26.875,6.238,2009-01-09,115375850,89,Even best friends can't share the same wedding day.,Comedy,Romance,,,,US,,,,Gary Winick,,
308,One Day,2011,https://boxd.it/6bZ8kx,3.5,,2024-04-02,51828,en,https://image.tmdb.org/t/p/original'/n9jMwSg4IavdD8wqdYnyW5w3Mvp.jpg,45.556,7.4,2011-03-02,59400000,107,Twenty years. Two people.,Drama,Romance,,,,US,GB,,,Lone Scherfig,,
309,Blade Runner,1982,https://boxd.it/6bW9CB,3,,2024-04-02,78,en,https://image.tmdb.org/t/p/original'/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,69.178,7.936,1982-06-25,41722424,118,Man has made his match...now it's his problem.,Science Fiction,Drama,Thriller,,,US,,,,Ridley Scott,,
310,Godzilla x Kong: The New Empire,2024,https://boxd.it/6dd8pp,2,,2024-04-03,823464,en,https://image.tmdb.org/t/p/original/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2706.072,7.243,2024-03-27,558503759,115,Rise together or fall alone.,Science Fiction,Action,Adventure,,,US,,,,Adam Wingard,,
311,Marriage Story,2019,https://boxd.it/6cY8T5,5,,2024-04-04,492188,en,https://image.tmdb.org/t/p/original'/91osxUqsq1JC0zJzB1CpAavlWu7.jpg,32.178,7.745,2019-09-28,2300000,137,"Where there's a love, there's a way.",Drama,,,,,US,GB,,,Noah Baumbach,,
312,Bee Movie,2007,https://boxd.it/6dgpP1,,Yes,2024-04-05,5559,en,https://image.tmdb.org/t/p/original'/1xlHV0AMoXQAOPAZXLQgq39tRCJ.jpg,46.362,6.026,2007-10-28,287594577,91,Honey just got funny.,Family,Animation,Adventure,Comedy,,US,,,,Steve Hickner,Simon J. Smith,
313,Shutter,2008,https://boxd.it/6eraRd,1,Yes,2024-04-06,10885,en,https://image.tmdb.org/t/p/original'/bft6OyITsxSZuTxu2oJipApLran.jpg,22.77,5.544,2008-03-21,0,85,The most terrifying images are the ones that are real.,Horror,Mystery,Thriller,,,US,,,,Masayuki Ochiai,,
314,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/6erbOz,3,Yes,2024-04-06,495764,en,https://image.tmdb.org/t/p/original'/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,62.967,6.928,2020-02-05,205537933,109,Mind Over Mayhem,Action,Crime,,,,US,,,,Cathy Yan,,
315,The Social Network,2010,https://boxd.it/6exKcd,3.5,Yes,2024-04-08,37799,en,https://image.tmdb.org/t/p/original'/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,50.5,7.365,2010-10-01,224920315,121,You don't get to 500 million friends without making a few enemies.,Drama,,,,,US,,,,David Fincher,,
316,Beverly Hills Cop,1984,https://boxd.it/6fykvT,3.5,,2024-04-10,90,en,https://image.tmdb.org/t/p/original'/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,48.656,7.188,1984-12-05,316360478,105,The heat is on!,Action,Comedy,Crime,,,US,,,,Martin Brest,,
317,Downsizing,2017,https://boxd.it/6fTLT1,2.5,Yes,2024-04-11,301337,en,https://image.tmdb.org/t/p/original'/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg,279.498,5.35,2017-12-22,55003890,135,We are meant for something bigger.,Drama,Science Fiction,,,,US,,,,Alexander Payne,,
318,Beverly Hills Cop II,1987,https://boxd.it/6gFlzl,3,,2024-04-13,96,en,https://image.tmdb.org/t/p/original'/egDakU8O5yUwpUJP9IMAUVtIDll.jpg,42.01,6.481,1987-05-18,299965036,103,Axel Foley is back. Back where he doesn't belong.,Action,Comedy,Crime,,,US,,,,Tony Scott,,
319,Liar Liar,1997,https://boxd.it/6iDGdp,2.5,Yes,2024-04-18,1624,en,https://image.tmdb.org/t/p/original'/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,40.85,6.684,1997-03-21,302710615,86,Trust me.,Comedy,,,,,US,,,,Tom Shadyac,,
320,Dune,2021,https://boxd.it/6iXLV7,4,Yes,2024-04-19,438631,en,https://image.tmdb.org/t/p/original'/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,486.363,7.781,2021-09-15,407573628,155,It begins.,Science Fiction,Adventure,,,,US,,,,Denis Villeneuve,,
321,Dune: Part Two,2024,https://boxd.it/6iXMzB,4.5,,2024-04-19,693134,en,https://image.tmdb.org/t/p/original'/czembW0Rk1Ke7lCJGahbOhdCuhV.jpg,836.038,8.168,2024-02-27,704300257,167,Long live the fighters.,Science Fiction,Adventure,,,,US,,,,Denis Villeneuve,,
322,Galaxy Quest,1999,https://boxd.it/6kDYMZ,4,,2024-04-23,926,en,https://image.tmdb.org/t/p/original'/fZXSwgZknp81vmciTb86rw0MejV.jpg,152.321,7.06,1999-12-25,90683916,101,A comedy of Galactic Proportions.,Comedy,Science Fiction,Adventure,,,US,,,,Dean Parisot,,
323,Misery,1990,https://boxd.it/6lmxKR,4.5,,2024-04-25,1700,en,https://image.tmdb.org/t/p/original'/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg,353.063,7.756,1990-11-30,61300000,107,"Paul Sheldon used to write for a living. Now, he’s writing to stay alive.",Drama,Thriller,,,,US,,,,Rob Reiner,,
324,Ricky Stanicky,2024,https://boxd.it/6m7Xpf,2,,2024-04-27,1022690,en,https://image.tmdb.org/t/p/original'/cEuX73Q1wpMypB1cr4l3MoMGpL4.jpg,98.504,6.551,2024-02-21,0,113,He's the best friend they never had.,Comedy,,,,,US,,,,Peter Farrelly,,
325,Hot Fuzz,2007,https://boxd.it/6m6EV5,4,Yes,2024-04-27,4638,en,https://image.tmdb.org/t/p/original'/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,40.364,7.554,2007-02-14,80600000,121,Big cops. Small town. Moderate violence.,Crime,Action,Comedy,,,GB,,,,Edgar Wright,,
326,Jurassic World Dominion,2022,https://boxd.it/6nPTQD,2,,2024-05-01,507086,en,https://image.tmdb.org/t/p/original'/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,159.134,6.714,2022-06-01,1001978080,147,The epic conclusion of the Jurassic era.,Adventure,Action,Science Fiction,,,US,,,,Colin Trevorrow,,
